price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;build_age ;is_new;is_apartments;ceiling_height;number_of_rooms;link
8 200 000,00;16;NWAR;37,7;1;14;28;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/299110504/
8 200 000,00;11;EAR;32,7;18,7;8;9;1973;51;0;0;2,64;1;https://www.cian.ru/sale/flat/300562429/
8 200 000,00;11;NAR;35,6;22;3;4;1965;59;0;0;2,7;1;https://www.cian.ru/sale/flat/297903469/
8 200 000,00;11;NAR;35,6;18,8;4;4;1957;67;0;0;3,2;1;https://www.cian.ru/sale/flat/297414315/
8 200 000,00;11;NAR;35,7;18,8;4;4;1957;67;0;0;3,2;1;https://www.cian.ru/sale/flat/298546312/
8 200 000,00;11;NAR;35,7;19,2;4;4;1957;67;0;0;3;1;https://www.cian.ru/sale/flat/300644356/
8 200 000,00;11;NAR;36;19;4;4;1957;67;0;0;3,2;1;https://www.cian.ru/sale/flat/298484384/
8 200 000,00;11;SWAR;43;20;8;17;2007;17;0;0;2,64;1;https://www.cian.ru/sale/flat/299679053/
8 200 000,00;10;SWAR;38,6;20,5;1;9;2000;24;0;0;2,64;1;https://www.cian.ru/sale/flat/300253311/
8 200 000,00;10;SAR;39;21;3;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300010652/
8 200 000,00;7;SAR;33;18,7;1;9;2019;5;0;0;2,64;1;https://www.cian.ru/sale/flat/300740237/
8 200 000,00;6;WAR;21;13;3;9;1975;49;0;0;2,64;1;https://www.cian.ru/sale/flat/300717594/
8 200 000,00;6;EAR;34,8;37,5;10;16;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299612275/
8 200 000,00;5;SEAR;34,8;21,2;4;9;1979;45;0;0;2,64;1;https://www.cian.ru/sale/flat/299415187/
8 200 000,00;4;EAR;30;17;1;9;1973;51;0;0;2,64;1;https://www.cian.ru/sale/flat/300796453/
8 200 000,00;2;NEAR;31,4;14;8;18;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/292134779/
8 200 000,00;2;NEAR;33;17;16;18;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/299654462/
8 240 000,00;7;EAR;30,7;19,3;5;5;1964;60;0;0;3;1;https://www.cian.ru/sale/flat/300019266/
8 250 000,00;14;SEAR;32,6;18,8;1;9;1980;44;0;0;2,64;1;https://www.cian.ru/sale/flat/297731761/
8 250 000,00;10;EAR;32,2;18,5;2;9;1971;53;0;0;2,64;1;https://www.cian.ru/sale/flat/298382874/
8 250 000,00;9;SAR;34,2;18;9;9;1973;51;0;0;2,64;1;https://www.cian.ru/sale/flat/297943447/
8 270 000,00;9;SAR;32,4;19;3;9;1971;53;0;0;2,64;1;https://www.cian.ru/sale/flat/299322012/
8 278 000,00;19;NEAR;25;15;18;18;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/298754386/
8 290 000,00;19;NAR;34,3;13,8;8;12;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/300698308/
8 290 000,00;19;NAR;34,3;13,8;8;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300639142/
8 290 000,00;18;EAR;32,8;18,8;8;9;1971;53;0;0;2,6;1;https://www.cian.ru/sale/flat/300337012/
8 290 000,00;5;NEAR;31,7;19;2;8;1965;59;0;0;2,64;1;https://www.cian.ru/sale/flat/300397959/
8 299 999,00;12;NEAR;25,6;16;9;9;1976;48;0;0;2,64;1;https://www.cian.ru/sale/flat/297042689/
8 300 000,00;20;EAR;33,1;19,4;6;9;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/295335071/
8 300 000,00;20;NAR;34,7;19;1;12;1967;57;0;0;2,64;1;https://www.cian.ru/sale/flat/300329313/
8 300 000,00;19;SWAR;38,2;17,6;12;16;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/298470529/
8 300 000,00;18;NAR;32,7;19;1;9;1978;46;0;0;2,64;1;https://www.cian.ru/sale/flat/300509346/
8 300 000,00;17;EAR;30,3;18,1;5;5;1961;63;0;0;2,8;1;https://www.cian.ru/sale/flat/298872925/
8 300 000,00;17;NAR;33,2;19;2;9;1968;56;0;0;3;1;https://www.cian.ru/sale/flat/300772468/
8 300 000,00;15;EAR;30,4;18;1;5;1960;64;0;0;3;1;https://www.cian.ru/sale/flat/298978405/
8 300 000,00;15;SEAR;32;17;6;17;2019;5;0;0;2,7;1;https://www.cian.ru/sale/flat/300418834/
8 300 000,00;15;NEAR;33;20;11;17;2023;1;0;1;2,8;1;https://www.cian.ru/sale/flat/299152509/
8 300 000,00;12;SEAR;30;18;2;5;1964;60;0;0;2,5;1;https://www.cian.ru/sale/flat/298808258/
8 300 000,00;10;EAR;32,3;18,6;2;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/298004529/
8 300 000,00;9;SAR;33;18;9;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299729992/
8 300 000,00;7;NEAR;37,1;11,1;8;8;2024;0;0;1;2,8;1;https://www.cian.ru/sale/flat/300829868/
8 300 000,00;6;EAR;39,2;21;9;12;1977;47;0;0;2,7;1;https://www.cian.ru/sale/flat/300793174/
8 300 000,00;5;EAR;32,3;18,6;5;9;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/300894152/
8 300 000,00;5;SEAR;37,5;18,8;6;17;2010;14;0;0;3;1;https://www.cian.ru/sale/flat/300654476/
8 300 000,00;4;SAR;34;37,5;12;24;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/294831631/
8 350 000,00;13;SWAR;18;10;1;9;2019;5;0;1;3;1;https://www.cian.ru/sale/flat/296578003/
8 350 000,00;13;SEAR;31,5;18,5;4;9;1968;56;0;0;3;1;https://www.cian.ru/sale/flat/299652109/
8 350 000,00;8;EAR;35;37,5;10;12;1966;58;0;0;2,64;1;https://www.cian.ru/sale/flat/300741487/
8 350 000,00;7;NAR;27;10;5;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300598910/
8 350 000,00;5;NEAR;30,7;18,7;5;8;1965;59;0;0;2,64;1;https://www.cian.ru/sale/flat/300876707/
8 350 000,00;5;EAR;32,4;19;7;9;1972;52;0;0;2,6;1;https://www.cian.ru/sale/flat/300826839/
8 350 000,00;5;SAR;32,5;18,6;6;9;1976;48;0;0;3;1;https://www.cian.ru/sale/flat/300152944/
8 380 000,00;18;EAR;32,8;18,8;8;9;1971;53;0;0;2,65;1;https://www.cian.ru/sale/flat/300844028/
8 400 000,00;15;SAR;32;13,9;1;17;2004;20;0;1;2,74;1;https://www.cian.ru/sale/flat/300134950/
8 400 000,00;15;SAR;35;20;5;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300444908/
8 400 000,00;5;SEAR;35;21,2;3;9;1979;45;0;0;2,75;1;https://www.cian.ru/sale/flat/298296711/
8 450 000,00;19;NEAR;32,2;12;16;18;2019;5;0;1;3;1;https://www.cian.ru/sale/flat/298622666/
8 450 000,00;15;SEAR;20;14;14;23;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/300430476/
8 450 000,00;10;SEAR;33,1;20;9;9;1967;57;0;0;2,64;1;https://www.cian.ru/sale/flat/297053574/
8 450 000,00;9;SEAR;25;14;2;9;1973;51;0;0;2,64;1;https://www.cian.ru/sale/flat/300026900/
8 450 000,00;6;EAR;39,2;19,1;1;12;1977;47;0;0;2,64;1;https://www.cian.ru/sale/flat/295977963/
8 500 000,00;20;NEAR;32,6;20;4;9;1975;49;0;0;2,64;1;https://www.cian.ru/sale/flat/299733663/
8 500 000,00;14;SWAR;32,2;18,8;1;9;1976;48;0;0;2,64;1;https://www.cian.ru/sale/flat/298465348/
8 550 000,00;7;WAR;33,1;22;1;9;1966;58;0;0;2,64;1;https://www.cian.ru/sale/flat/300059358/
8 590 000,00;15;NWAR;29,6;18,3;1;5;1960;64;0;0;2,7;1;https://www.cian.ru/sale/flat/298868538/
8 590 000,00;8;SAR;33;37,5;4;9;1973;51;0;0;3;1;https://www.cian.ru/sale/flat/300243658/
8 599 000,00;7;CAR;21;11;4;4;1917;107;0;1;3,85;1;https://www.cian.ru/sale/flat/297214225/
8 600 000,00;7;CAR;21;14;4;4;1917;107;0;1;3,85;1;https://www.cian.ru/sale/flat/300391726/
8 600 000,00;4;EAR;31;19;1;9;1974;50;0;0;2,65;1;https://www.cian.ru/sale/flat/300344381/
8 645 000,00;12;SEAR;34,7;21;8;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/298263575/
8 690 000,00;11;CAR;21,6;37,5;3;8;1957;67;0;1;3;1;https://www.cian.ru/sale/flat/290627963/
8 700 000,00;17;NWAR;31,8;18;2;4;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300691951/
8 700 000,00;17;EAR;42;19;5;16;1988;36;0;0;2,48;1;https://www.cian.ru/sale/flat/183733799/
8 700 000,00;16;SAR;32,6;18,7;4;9;1974;50;0;0;2,6;1;https://www.cian.ru/sale/flat/296521470/
8 700 000,00;11;SAR;19;10;2;4;2019;5;0;1;3;1;https://www.cian.ru/sale/flat/299059172/
8 700 000,00;10;SEAR;32,1;37,5;8;9;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/300961329/
8 700 000,00;6;SAR;30;20;3;12;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/298783952/
8 700 000,00;4;SEAR;90,8;61,9;3;14;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/294564208/
8 740 000,00;14;EAR;31,6;21,4;6;9;1964;60;0;0;2,8;1;https://www.cian.ru/sale/flat/296173861/
8 750 000,00;9;SAR;39;19;1;17;1983;41;0;0;2,64;1;https://www.cian.ru/sale/flat/283705645/
8 780 000,00;6;EAR;34;20;5;9;1963;61;0;0;2,5;1;https://www.cian.ru/sale/flat/299565654/
8 790 000,00;16;SAR;32,5;37,5;7;9;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/299774427/
8 800 000,00;15;SEAR;20;14;8;21;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/300753760/
8 800 000,00;9;NAR;37,1;37,5;1;9;1965;59;0;0;2,64;2;https://www.cian.ru/sale/flat/300811968/
8 800 000,00;8;SEAR;33;16,7;8;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300552265/
8 800 000,00;4;NEAR;32,8;37,5;8;9;1969;55;0;0;3;1;https://www.cian.ru/sale/flat/300839361/
8 850 000,00;20;NAR;35;20;5;5;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/297532577/
8 850 000,00;9;SAR;27,4;14,7;1;12;1975;49;0;0;2,64;1;https://www.cian.ru/sale/flat/300374529/
8 880 000,00;16;WAR;19,4;11,4;22;22;1980;44;0;1;2,65;1;https://www.cian.ru/sale/flat/300822403/
8 899 500,00;12;NAR;34,9;37,5;3;10;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/290338266/
8 900 000,00;20;SEAR;35,5;37,5;5;16;2001;23;0;0;2,7;1;https://www.cian.ru/sale/flat/300599409/
8 900 000,00;14;NEAR;37;18;12;15;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/299792390/
8 900 000,00;12;NAR;34,9;23;3;10;2024;0;0;1;3,3;1;https://www.cian.ru/sale/flat/300868520/
8 900 000,00;12;EAR;40;21,3;9;9;1971;53;0;0;3;1;https://www.cian.ru/sale/flat/299720943/
8 900 000,00;4;NEAR;26,4;37,5;1;5;1963;61;0;0;2,5;1;https://www.cian.ru/sale/flat/300540690/
8 900 000,00;3;SEAR;32,8;18,7;6;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/295758505/
8 900 000,00;1;EAR;34,1;18;1;5;1960;64;0;0;3;1;https://www.cian.ru/sale/flat/300298383/
8 950 000,00;15;WAR;20,8;14;6;22;1980;44;0;1;2,65;1;https://www.cian.ru/sale/flat/294623881/
8 950 000,00;7;NAR;37,4;19;17;17;1989;35;0;0;2,7;1;https://www.cian.ru/sale/flat/300737992/
8 977 500,00;12;SEAR;35,3;37,5;9;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/295766411/
8 977 500,00;12;SEAR;35,3;21;9;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/300844691/
8 987 654,00;9;SAR;34;15,3;16;17;2003;21;0;0;2,64;1;https://www.cian.ru/sale/flat/296195090/
8 990 000,00;13;EAR;32,7;18,7;5;9;1970;54;0;0;2,64;1;https://www.cian.ru/sale/flat/298297454/
8 990 000,00;5;SWAR;33,1;37,5;6;9;1975;49;0;0;2,64;1;https://www.cian.ru/sale/flat/300789556/
8 990 000,00;4;SEAR;38,4;20,8;11;14;2003;21;0;0;2,64;1;https://www.cian.ru/sale/flat/299624705/
9 000 000,00;15;WAR;20,5;15;12;22;1980;44;0;1;2,65;1;https://www.cian.ru/sale/flat/300706310/
9 000 000,00;13;SEAR;40;18;11;14;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299562651/
9 000 000,00;13;SAR;43,4;24,5;6;6;2021;3;0;1;4;1;https://www.cian.ru/sale/flat/297366114/
9 000 000,00;10;EAR;31;18;2;5;1964;60;0;0;2,65;1;https://www.cian.ru/sale/flat/300865417/
9 000 000,00;9;SWAR;37;19;1;12;2000;24;0;0;2,64;1;https://www.cian.ru/sale/flat/299341352/
9 000 000,00;8;SWAR;32,9;18;9;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/300912565/
9 000 000,00;7;EAR;28,7;15,5;5;5;1966;58;0;0;2,5;1;https://www.cian.ru/sale/flat/300652846/
9 000 000,00;5;SWAR;34;18;9;12;1974;50;0;0;2,7;1;https://www.cian.ru/sale/flat/299451757/
9 000 000,00;5;NAR;34,9;20;8;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/298065569/
9 015 675,00;12;SWAR;35,5;10,2;3;9;2023;1;1;0;2,68;1;https://www.cian.ru/sale/flat/300726097/
9 050 000,00;14;SAR;38,2;19,2;13;17;1985;39;0;0;2,64;1;https://www.cian.ru/sale/flat/300189623/
9 072 500,00;12;SEAR;35,9;37,5;9;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/295766589/
9 100 000,00;13;NAR;25,2;14,7;8;9;1975;49;0;0;3;1;https://www.cian.ru/sale/flat/299575784/
9 100 000,00;10;EAR;36;19,3;4;16;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299944808/
9 100 000,00;7;SEAR;33;37,5;4;9;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/298728880/
9 100 000,00;5;NWAR;30;18;2;5;1967;57;0;0;3;1;https://www.cian.ru/sale/flat/299920319/
9 100 000,00;5;EAR;35,5;15;3;14;2000;24;0;0;2,7;1;https://www.cian.ru/sale/flat/300157236/
9 100 000,00;1;EAR;38;18,9;14;14;2006;18;0;0;2,74;1;https://www.cian.ru/sale/flat/300448810/
9 120 000,00;12;SEAR;36;37,5;4;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/296747241/
9 120 000,00;12;SEAR;36,1;37,5;5;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/294226529/
9 120 000,00;12;SEAR;36,1;21;4;9;1980;44;0;0;3;1;https://www.cian.ru/sale/flat/297473076/
9 120 000,00;12;SEAR;36,1;37,5;4;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/298016618/
9 190 000,00;4;EAR;37,4;22,5;6;9;1965;59;0;0;2,5;2;https://www.cian.ru/sale/flat/299175943/
9 200 000,00;20;WAR;30,1;16;3;5;1965;59;0;0;2,5;1;https://www.cian.ru/sale/flat/297115762/
9 200 000,00;15;WAR;21,3;37,5;11;22;1980;44;0;1;2,65;1;https://www.cian.ru/sale/flat/292542632/
9 200 000,00;14;NEAR;32,8;19,8;3;18;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/298561550/
9 200 000,00;14;NAR;32,83;20,7;8;11;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/290060320/
9 200 000,00;11;SWAR;33;37,5;9;9;1976;48;0;0;3;1;https://www.cian.ru/sale/flat/300158641/
9 200 000,00;10;EAR;36,3;20;12;12;1968;56;0;0;2,64;1;https://www.cian.ru/sale/flat/298956219/
9 200 000,00;8;EAR;35;21,5;6;9;1967;57;0;0;2,64;1;https://www.cian.ru/sale/flat/292809252/
9 200 000,00;4;NEAR;34,8;18,3;12;14;1971;53;0;0;2,7;1;https://www.cian.ru/sale/flat/299105222/
9 200 000,00;3;SAR;40,21;18,3;10;22;2022;2;1;0;3;1;https://www.cian.ru/sale/flat/294313141/
9 200 000,00;2;NEAR;32,8;19,8;3;18;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/297171996/
9 215 000,00;12;SEAR;36,3;37,5;7;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/297465291/
9 215 000,00;12;SEAR;36,5;37,5;9;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/298882717/
9 215 000,00;12;SEAR;36,9;37,5;7;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/294926973/
9 215 000,00;12;SEAR;37;37,5;8;9;1980;44;0;0;2,5;1;https://www.cian.ru/sale/flat/294228710/
9 243 500,00;16;WAR;20,3;12,3;15;22;1980;44;0;1;2,65;1;https://www.cian.ru/sale/flat/299873259/
9 250 000,00;3;SWAR;34,3;14,8;6;12;2002;22;0;0;2,75;1;https://www.cian.ru/sale/flat/300788111/
9 290 000,00;14;NAR;32,9;17,8;7;12;1968;56;0;0;2,64;1;https://www.cian.ru/sale/flat/299026219/
9 300 000,00;20;NAR;34,4;13,8;4;14;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/299164643/
9 300 000,00;16;NEAR;33;19;3;9;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/299525068/
9 300 000,00;16;NAR;34,1;12;11;15;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/300101681/
9 300 000,00;15;SAR;35,6;19,8;1;12;1979;45;0;0;2,5;1;https://www.cian.ru/sale/flat/299766316/
9 300 000,00;13;SWAR;38,3;37,5;2;14;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/297263854/
9 300 000,00;12;EAR;31;19;2;9;1965;59;0;0;2,64;1;https://www.cian.ru/sale/flat/299798021/
9 300 000,00;12;SAR;38,7;21;12;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299776431/
9 300 000,00;11;NAR;31,5;21,4;8;9;1965;59;0;0;2,7;1;https://www.cian.ru/sale/flat/297846883/
9 300 000,00;8;SEAR;38;20;16;17;2013;11;0;0;2,74;1;https://www.cian.ru/sale/flat/299330882/
9 300 000,00;7;NEAR;33;18;4;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/287487167/
9 300 000,00;7;SAR;37,2;19,2;16;17;1983;41;0;0;2,7;1;https://www.cian.ru/sale/flat/299656583/
9 300 000,00;3;EAR;39,1;24;1;12;2019;5;0;0;2,64;1;https://www.cian.ru/sale/flat/300779233/
9 380 000,00;13;SEAR;39;20,9;9;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/298520114/
9 390 000,00;4;EAR;32,6;19;3;9;1968;56;0;0;2,64;1;https://www.cian.ru/sale/flat/300907778/
9 400 000,00;20;EAR;31,9;37,5;9;9;1966;58;0;0;2,65;1;https://www.cian.ru/sale/flat/299247896/
9 400 000,00;15;SEAR;37,8;16,8;5;12;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/297048212/
9 400 000,00;13;NAR;39,1;20,8;1;12;1979;45;0;0;2,64;1;https://www.cian.ru/sale/flat/298036066/
9 400 000,00;10;SEAR;35;15;8;16;2000;24;0;0;2,7;1;https://www.cian.ru/sale/flat/300578229/
9 440 000,00;5;SEAR;38,8;24;5;10;2003;21;0;0;2,8;1;https://www.cian.ru/sale/flat/294302570/
9 450 000,00;15;EAR;33;18,8;5;9;1970;54;0;0;2,64;1;https://www.cian.ru/sale/flat/299359436/
9 450 000,00;7;SAR;37,7;37,5;1;16;1982;42;0;0;2,64;1;https://www.cian.ru/sale/flat/263316279/
9 490 000,00;9;SAR;39,3;20;7;12;1982;42;0;0;2,64;1;https://www.cian.ru/sale/flat/300824342/
9 499 000,00;16;SEAR;30;19;6;9;1971;53;0;0;2,55;1;https://www.cian.ru/sale/flat/300520887/
9 499 000,00;5;SEAR;31,5;18;5;9;1970;54;0;0;2,65;1;https://www.cian.ru/sale/flat/300291039/
9 500 000,00;19;EAR;32;17;9;9;1973;51;0;0;2,64;1;https://www.cian.ru/sale/flat/300795150/
9 500 000,00;16;SEAR;37,6;18,9;6;17;2002;22;0;0;2,6;1;https://www.cian.ru/sale/flat/299881508/
9 500 000,00;16;NWAR;45,18;28,5;27;28;2023;1;1;1;3;2;https://www.cian.ru/sale/flat/296787455/
9 500 000,00;15;EAR;30;13;6;9;1972;52;0;0;2,5;1;https://www.cian.ru/sale/flat/300295943/
9 500 000,00;12;SEAR;31,3;18;2;5;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300073203/
9 500 000,00;12;SWAR;35;15;1;9;2001;23;0;0;2,65;1;https://www.cian.ru/sale/flat/298622113/
9 500 000,00;11;SEAR;39,3;18,9;8;25;2016;8;0;0;3;1;https://www.cian.ru/sale/flat/296135318/
9 500 000,00;10;EAR;40,6;20,6;4;12;2004;20;0;0;2,64;1;https://www.cian.ru/sale/flat/297937991/
9 500 000,00;9;SAR;38,6;20,9;4;12;1983;41;0;0;2,64;1;https://www.cian.ru/sale/flat/299367215/
9 500 000,00;8;SWAR;36;16;1;12;1999;25;0;0;2,7;1;https://www.cian.ru/sale/flat/300301003/
9 500 000,00;6;EAR;21,6;12;33;33;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300756677/
9 500 000,00;4;NAR;37,6;19,7;2;17;2003;21;0;0;2,74;1;https://www.cian.ru/sale/flat/299190804/
9 550 000,00;17;EAR;40;22;10;12;1965;59;0;0;2,65;2;https://www.cian.ru/sale/flat/299918584/
9 550 000,00;16;EAR;41;37,5;1;5;1974;50;0;0;3;2;https://www.cian.ru/sale/flat/298462549/
9 550 000,00;5;NWAR;33,9;37,5;8;22;2022;2;0;1;3;1;https://www.cian.ru/sale/flat/298975287/
9 600 000,00;17;SEAR;30,38;37,5;4;21;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/298664472/
9 600 000,00;12;SWAR;32;18;1;5;1959;65;0;0;3;1;https://www.cian.ru/sale/flat/299621067/
9 600 000,00;8;SAR;31,9;18,7;10;12;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/298021673/
9 600 000,00;8;SEAR;38;19;7;17;2011;13;0;0;2,8;1;https://www.cian.ru/sale/flat/300831522/
9 600 000,00;6;SAR;31;20,8;1;9;1963;61;0;0;2,64;1;https://www.cian.ru/sale/flat/300927327/
9 600 000,00;5;NEAR;37,9;18;8;22;2009;15;0;0;2,75;1;https://www.cian.ru/sale/flat/297560632/
9 600 000,00;1;SAR;42;13;1;22;1987;37;0;0;2,64;1;https://www.cian.ru/sale/flat/300930286/
9 640 000,00;13;SAR;42;20;13;16;2019;5;0;0;2,7;1;https://www.cian.ru/sale/flat/298583239/
9 650 000,00;19;WAR;38;19;17;17;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300442511/
9 650 000,00;13;NEAR;36;17;5;12;1977;47;0;0;2,7;1;https://www.cian.ru/sale/flat/300272864/
9 699 000,00;7;WAR;38;20;16;22;2006;18;0;0;2,64;1;https://www.cian.ru/sale/flat/299727317/
9 699 999,00;8;EAR;44;37,5;8;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/296470480/
9 700 000,00;20;EAR;38,2;37,5;10;12;1965;59;0;0;2,6;2;https://www.cian.ru/sale/flat/300054601/
9 700 000,00;10;SEAR;35;18;4;12;1967;57;0;0;3;1;https://www.cian.ru/sale/flat/299553350/
9 700 000,00;10;WAR;37,2;25,2;4;9;1974;50;0;0;3;2;https://www.cian.ru/sale/flat/298558706/
9 700 000,00;9;SWAR;27,4;37,5;1;5;1967;57;0;0;3;1;https://www.cian.ru/sale/flat/291751246/
9 700 000,00;9;EAR;44,8;32,8;1;5;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/298618899/
9 700 000,00;6;NWAR;30;16,1;4;5;1965;59;0;0;2,48;1;https://www.cian.ru/sale/flat/300670685/
9 700 000,00;6;EAR;36,1;21;6;9;1976;48;0;0;2,64;1;https://www.cian.ru/sale/flat/300430041/
9 730 000,00;16;SAR;37;19;10;17;1998;26;0;0;3;1;https://www.cian.ru/sale/flat/300281735/
9 750 000,00;19;WAR;37;23;2;9;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/296118979/
9 750 000,00;2;EAR;39;18;12;12;1967;57;0;0;2,64;1;https://www.cian.ru/sale/flat/297233032/
9 753 600,00;12;NAR;38,4;37,5;4;10;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/277464883/
9 754 000,00;12;NAR;38,4;20;4;10;2024;0;0;1;3,3;1;https://www.cian.ru/sale/flat/300869329/
9 790 000,00;16;SEAR;33,3;17,1;4;9;1969;55;0;0;2,65;1;https://www.cian.ru/sale/flat/296748808/
9 800 000,00;10;EAR;31,7;19;6;9;1966;58;0;0;2,8;1;https://www.cian.ru/sale/flat/294430204/
9 800 000,00;9;SEAR;41,4;18;9;17;2011;13;0;0;2,8;1;https://www.cian.ru/sale/flat/300946150/
9 800 000,00;8;EAR;35,5;20,2;8;12;1967;57;0;0;3;1;https://www.cian.ru/sale/flat/298174244/
9 800 000,00;7;WAR;33,5;37,5;6;9;1971;53;0;0;2,64;1;https://www.cian.ru/sale/flat/298538616/
9 800 000,00;7;WAR;38,5;19,3;17;17;1989;35;0;0;2,6;1;https://www.cian.ru/sale/flat/299567766/
9 800 000,00;2;SEAR;38;19;17;17;2015;9;0;0;2,74;1;https://www.cian.ru/sale/flat/297858614/
9 850 000,00;12;SEAR;38;37,5;7;17;1985;39;0;0;2,64;1;https://www.cian.ru/sale/flat/298401519/
9 850 000,00;9;EAR;29,6;17,1;4;9;1968;56;0;0;2,64;1;https://www.cian.ru/sale/flat/265719814/
9 900 000,00;18;SWAR;34,2;18,9;13;16;1980;44;0;0;3;1;https://www.cian.ru/sale/flat/298503162/
9 900 000,00;15;EAR;40;19;9;16;1981;43;0;0;2,65;1;https://www.cian.ru/sale/flat/299884223/
9 900 000,00;13;SEAR;37,1;22,4;8;9;1961;63;0;0;2,65;2;https://www.cian.ru/sale/flat/299542495/
9 900 000,00;13;SAR;38,5;19,5;2;16;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299567278/
9 900 000,00;10;SEAR;37,4;37,5;7;9;1964;60;0;0;2,64;2;https://www.cian.ru/sale/flat/299432268/
9 900 000,00;10;EAR;43,8;37,5;7;9;1970;54;0;0;2,64;2;https://www.cian.ru/sale/flat/293658515/
9 900 000,00;7;WAR;38,7;21;15;21;1988;36;0;0;2,7;1;https://www.cian.ru/sale/flat/300298041/
9 900 000,00;7;WAR;41;20;15;22;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300146260/
9 900 000,00;7;WAR;41;19;15;22;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300146314/
9 900 000,00;5;SEAR;35;20;8;9;1970;54;0;0;3;1;https://www.cian.ru/sale/flat/300710491/
9 900 000,00;5;EAR;43,2;11,9;11;12;2022;2;0;0;2,7;1;https://www.cian.ru/sale/flat/296478167/
9 900 000,00;4;EAR;44,1;28,9;12;24;2007;17;0;0;2,7;2;https://www.cian.ru/sale/flat/300470437/
9 900 000,00;3;SEAR;38,2;19,2;7;10;1995;29;0;0;3;1;https://www.cian.ru/sale/flat/300049945/
9 950 000,00;13;NAR;31,7;37,5;1;9;1976;48;0;0;2,5;1;https://www.cian.ru/sale/flat/298337714/
