price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
7990000;9;SAR;17,7;;10;13;2021;0;1;3,2;1;https://www.cian.ru/sale/flat/299352834/
7990000;17;NAR;36,9;17,7;19;25;2013;0;0;2,78;1;https://www.cian.ru/sale/flat/294374828/
7999990;10;NEAR;35;;1;12;1975;0;1;;1;https://www.cian.ru/sale/flat/297153518/
8000000;19;SWAR;38,2;25;12;17;2009;0;0;;1;https://www.cian.ru/sale/flat/297324682/
8000000;20;EAR;32;19;4;9;1976;0;0;2,64;1;https://www.cian.ru/sale/flat/283252548/
8000000;4;SAR;22;;15;22;;0;0;;1;https://www.cian.ru/sale/flat/296390586/
8000000;15;EAR;32;18;1;5;1960;0;0;2,7;1;https://www.cian.ru/sale/flat/292648915/
8000000;16;;32,6;12;2;18;;0;1;;1;https://www.cian.ru/sale/flat/296406224/
8000000;9;SEAR;30,1;19;7;9;1968;0;0;2,6;1;https://www.cian.ru/sale/flat/298847221/
8000000;7;CAR;21;;1;12;1972;0;1;;1;https://www.cian.ru/sale/flat/300595497/
8000000;10;NEAR;35;15;1;12;1975;0;1;2,6;1;https://www.cian.ru/sale/flat/297046262/
8000000;14;EAR;33;20;1;9;;0;0;;1;https://www.cian.ru/sale/flat/300385771/
8000000;10;SAR;39,1;20,7;1;12;;0;0;;1;https://www.cian.ru/sale/flat/275891629/
8000000;4;EAR;30;19;5;9;1971;0;0;2,64;1;https://www.cian.ru/sale/flat/298700761/
8000000;13;EAR;32,1;;6;9;1970;0;0;2,64;1;https://www.cian.ru/sale/flat/300834581/
8000000;13;WAR;20;12;12;16;1976;0;0;;1;https://www.cian.ru/sale/flat/298811811/
8010000;8;NEAR;35,53;12,5;7;8;2024;1;1;2,8;1;https://www.cian.ru/sale/flat/297367762/
8010400;8;NEAR;33,99;10,7;8;8;2024;1;1;2,8;1;https://www.cian.ru/sale/flat/297367253/
8020080;8;NEAR;37,32;13,3;5;8;2024;1;1;2,8;1;https://www.cian.ru/sale/flat/297367515/
8050000;5;EAR;32,5;19;7;9;1975;0;0;2,64;1;https://www.cian.ru/sale/flat/299080209/
8100000;8;SAR;32,6;18,5;9;9;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/299694079/
8100000;10;NEAR;26;15;4;5;1954;0;1;3,15;1;https://www.cian.ru/sale/flat/300205593/
8100000;11;NEAR;33;18,5;1;12;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/300335752/
8100000;8;NAR;13,3;8,6;2;5;1963;0;0;;1;https://www.cian.ru/sale/flat/300374299/
8100000;18;NEAR;31,5;12;8;18;2023;0;1;;1;https://www.cian.ru/sale/flat/298902529/
8100000;5;WAR;37;17;3;8;;0;0;;1;https://www.cian.ru/sale/flat/299767197/
8100000;7;EAR;38;19;10;17;1985;0;0;2,65;1;https://www.cian.ru/sale/flat/298115061/
8100000;12;;19;;7;12;1981;0;0;2,7;1;https://www.cian.ru/sale/flat/300141878/
8100000;16;NEAR;30,7;17,7;5;18;2023;0;1;3;1;https://www.cian.ru/sale/flat/299217031/
8100000;8;SAR;32,7;19;9;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/294802470/
8100000;10;NEAR;36;25;1;4;1958;0;0;;1;https://www.cian.ru/sale/flat/300383224/
8100000;9;SAR;32,7;18,7;7;9;1973;0;0;2,5;1;https://www.cian.ru/sale/flat/299017677/
8100000;5;EAR;32,5;18,9;5;9;;0;0;2,64;1;https://www.cian.ru/sale/flat/299282460/
8149000;6;EAR;32,9;20;6;9;;0;0;;1;https://www.cian.ru/sale/flat/298846753/
8150000;13;EAR;19;11;3;11;1955;0;1;2,9;1;https://www.cian.ru/sale/flat/291141898/
8150000;5;EAR;33,1;19,1;3;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/297901577/
8150000;11;SAR;34,7;19,2;2;12;1975;0;0;2,48;1;https://www.cian.ru/sale/flat/268804300/
8150000;6;EAR;34,9;19,6;1;9;1976;0;0;2,64;1;https://www.cian.ru/sale/flat/300241684/
8150000;11;SWAR;42;19,7;12;17;2007;0;0;2,64;1;https://www.cian.ru/sale/flat/300724047/
8150000;18;SEAR;32,9;18,8;5;9;1968;0;0;2,64;1;https://www.cian.ru/sale/flat/300151973/
8190000;17;EAR;35,4;19,3;4;12;1973;0;0;2,48;1;https://www.cian.ru/sale/flat/298749193/
8200000;4;EAR;30;17;1;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/300796453/
8200000;5;SEAR;34,8;21,2;4;9;1979;0;0;2,64;1;https://www.cian.ru/sale/flat/299415187/
8200000;20;SEAR;38,5;19;16;17;2007;0;0;;1;https://www.cian.ru/sale/flat/298532932/
8200000;10;SWAR;38,6;20,5;1;9;2000;0;0;2,64;1;https://www.cian.ru/sale/flat/300253311/
8200000;6;WAR;21;13;3;9;1975;0;0;2,64;1;https://www.cian.ru/sale/flat/300717594/
8200000;20;SEAR;38;18,9;12;17;;0;0;;1;https://www.cian.ru/sale/flat/300115898/
8200000;11;EAR;32,7;18,7;8;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/300562429/
8200000;11;NAR;35,7;19,2;4;4;1957;0;0;;1;https://www.cian.ru/sale/flat/300644356/
8200000;10;SAR;39;21;3;12;;0;0;;1;https://www.cian.ru/sale/flat/300010652/
8200000;11;NAR;35,6;22;3;4;1965;0;0;2,7;1;https://www.cian.ru/sale/flat/297903469/
8200000;2;NEAR;31,4;14;8;18;2023;0;1;3;1;https://www.cian.ru/sale/flat/292134779/
8200000;18;NEAR;30,2;11;14;18;;0;1;;1;https://www.cian.ru/sale/flat/298622664/
8200000;16;NEAR;30,7;17,7;6;18;2023;0;1;3;1;https://www.cian.ru/sale/flat/299217033/
8200000;11;SWAR;43;20;8;17;2007;0;0;2,64;1;https://www.cian.ru/sale/flat/299679053/
8200000;16;NWAR;37,7;1;14;28;2023;0;1;3;1;https://www.cian.ru/sale/flat/299110504/
8200000;16;SAR;32,7;19;8;9;1974;0;0;2,6;1;https://www.cian.ru/sale/flat/299610779/
8200000;20;WAR;23,5;18;3;5;1968;0;0;2,5;1;https://www.cian.ru/sale/flat/300845591/
8200000;11;NAR;36;19;4;4;1957;0;0;3,2;1;https://www.cian.ru/sale/flat/298484384/
8200000;5;;39,2;21;1;14;1990;0;0;2,64;1;https://www.cian.ru/sale/flat/297030030/
8200000;11;NAR;35,7;18,8;4;4;1957;0;0;3,2;1;https://www.cian.ru/sale/flat/298546312/
8200000;6;EAR;34,8;;10;16;;0;0;;1;https://www.cian.ru/sale/flat/299612275/
8200000;11;NAR;35,6;18,8;4;4;1957;0;0;3,2;1;https://www.cian.ru/sale/flat/297414315/
8200000;16;NEAR;32,5;18;1;9;1978;0;0;2,64;1;https://www.cian.ru/sale/flat/295159744/
8200000;2;NEAR;33;17;16;18;2023;0;1;;1;https://www.cian.ru/sale/flat/299654462/
8200000;7;SAR;33;18,7;1;9;;0;0;2,64;1;https://www.cian.ru/sale/flat/300740237/
8240000;7;EAR;30,7;19,3;5;5;1964;0;0;;1;https://www.cian.ru/sale/flat/300019266/
8250000;10;EAR;32,2;18,5;2;9;1971;0;0;2,64;1;https://www.cian.ru/sale/flat/298382874/
8250000;14;SEAR;32,6;18,8;1;9;1980;0;0;2,64;1;https://www.cian.ru/sale/flat/297731761/
8250000;9;SAR;34,2;18;9;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/297943447/
8270000;;SAR;32,4;19;3;9;1971;0;0;2,64;1;https://www.cian.ru/sale/flat/299322012/
8278000;19;NEAR;25;15;18;18;2023;0;1;;1;https://www.cian.ru/sale/flat/298754386/
8290000;19;NAR;34,3;13,8;8;12;2023;1;0;;1;https://www.cian.ru/sale/flat/300698308/
8290000;5;NEAR;31,7;19;2;8;1965;0;0;2,64;1;https://www.cian.ru/sale/flat/300397959/
8290000;19;NAR;34,3;13,8;8;12;;0;0;;1;https://www.cian.ru/sale/flat/300639142/
8290000;18;EAR;32,8;18,8;8;9;1971;0;0;2,6;1;https://www.cian.ru/sale/flat/300337012/
8299999;12;NEAR;25,6;16;9;9;1976;0;0;2,64;1;https://www.cian.ru/sale/flat/297042689/
8300000;4;SAR;34;;12;24;2023;1;0;;1;https://www.cian.ru/sale/flat/294831631/
8300000;5;SEAR;37,5;18,8;6;17;2010;0;0;;1;https://www.cian.ru/sale/flat/300654476/
8300000;20;NAR;34,7;19;1;12;1967;0;0;2,64;1;https://www.cian.ru/sale/flat/300329313/
8300000;7;CAR;15,1;8,1;2;2;1900;0;1;3,2;1;https://www.cian.ru/sale/flat/296956787/
8300000;5;EAR;32,3;18,6;5;9;1972;0;0;2,64;1;https://www.cian.ru/sale/flat/300894152/
8300000;10;EAR;32,3;18,6;2;9;;0;0;;1;https://www.cian.ru/sale/flat/298004529/
8300000;17;NAR;33,2;19;2;9;1968;0;0;;1;https://www.cian.ru/sale/flat/300772468/
8300000;20;EAR;33,1;19,4;6;9;1972;0;0;2,64;1;https://www.cian.ru/sale/flat/295335071/
8300000;15;EAR;30,4;18;1;5;1960;0;0;;1;https://www.cian.ru/sale/flat/298978405/
8300000;9;SAR;33;18;9;12;;0;0;;1;https://www.cian.ru/sale/flat/299729992/
8300000;12;SEAR;30;18;2;5;1964;0;0;2,5;1;https://www.cian.ru/sale/flat/298808258/
8300000;15;SEAR;32;17;6;17;2019;0;0;2,7;1;https://www.cian.ru/sale/flat/300418834/
8300000;18;NAR;32,7;19;1;9;1978;0;0;2,64;1;https://www.cian.ru/sale/flat/300509346/
8300000;17;EAR;30,3;18,1;5;5;1961;0;0;2,8;1;https://www.cian.ru/sale/flat/298872925/
8300000;15;NEAR;33;20;11;17;2023;0;1;2,8;1;https://www.cian.ru/sale/flat/299152509/
8300000;7;NEAR;37,1;11,1;8;8;2024;0;1;2,8;1;https://www.cian.ru/sale/flat/300829868/
8300000;6;EAR;39,2;21;9;12;1977;0;0;2,7;1;https://www.cian.ru/sale/flat/300793174/
8300000;19;SWAR;38,2;17,6;12;16;;0;0;;1;https://www.cian.ru/sale/flat/298470529/
8350000;5;EAR;32,4;19;7;9;1972;0;0;2,6;1;https://www.cian.ru/sale/flat/300826839/
8350000;13;SEAR;31,5;18,5;4;9;1968;0;0;;1;https://www.cian.ru/sale/flat/299652109/
8350000;8;EAR;35;;10;12;1966;0;0;2,64;1;https://www.cian.ru/sale/flat/300741487/
8350000;5;SAR;32,5;18,6;6;9;1976;0;0;;1;https://www.cian.ru/sale/flat/300152944/
8350000;13;SWAR;18;10;1;9;;0;1;;1;https://www.cian.ru/sale/flat/296578003/
8350000;7;NAR;27;10;5;9;;0;0;;1;https://www.cian.ru/sale/flat/300598910/
8350000;12;NAR;16,7;10;3;7;2023;0;1;2,94;1;https://www.cian.ru/sale/flat/300331601/
8350000;5;NEAR;30,7;18,7;5;8;1965;0;0;2,64;1;https://www.cian.ru/sale/flat/300876707/
8380000;18;EAR;32,8;18,8;8;9;1971;0;0;2,65;1;https://www.cian.ru/sale/flat/300844028/
8400000;15;SAR;32;13,9;1;17;2004;0;1;2,74;1;https://www.cian.ru/sale/flat/300134950/
8400000;15;SAR;35;20;5;9;;0;0;;1;https://www.cian.ru/sale/flat/300444908/
8400000;5;SEAR;35;21,2;3;9;1979;0;0;2,75;1;https://www.cian.ru/sale/flat/298296711/
8450000;9;SEAR;25;14;2;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/300026900/
8450000;6;EAR;39,2;19,1;1;12;1977;0;0;2,64;1;https://www.cian.ru/sale/flat/295977963/
8450000;19;NEAR;32,2;12;16;18;;0;1;;1;https://www.cian.ru/sale/flat/298622666/
8450000;15;SEAR;20;14;14;23;2023;0;0;;1;https://www.cian.ru/sale/flat/300430476/
8450000;10;SEAR;33,1;20;9;9;1967;0;0;2,64;1;https://www.cian.ru/sale/flat/297053574/
8500000;14;SWAR;32,2;18,8;1;9;1976;0;0;2,64;1;https://www.cian.ru/sale/flat/298465348/
8500000;20;NEAR;32,6;20;4;9;1975;0;0;2,64;1;https://www.cian.ru/sale/flat/299733663/
8550000;7;WAR;33,1;22;1;9;1966;0;0;2,64;1;https://www.cian.ru/sale/flat/300059358/
8590000;8;SAR;33;;4;9;1973;0;0;;1;https://www.cian.ru/sale/flat/300243658/
8590000;16;WAR;17,3;9,3;6;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/300858701/
8590000;15;NWAR;29,6;18,3;1;5;1960;0;0;2,7;1;https://www.cian.ru/sale/flat/298868538/
8590000;15;WAR;17,3;13;6;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/295014010/
8599000;7;CAR;21;11;4;4;1917;0;1;3,85;1;https://www.cian.ru/sale/flat/297214225/
8600000;16;WAR;17,6;9,6;13;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/298843352/
8600000;15;WAR;17,5;14;12;22;1980;0;1;2,7;1;https://www.cian.ru/sale/flat/296150165/
8600000;7;CAR;21;14;4;4;1917;0;1;3,85;1;https://www.cian.ru/sale/flat/300391726/
8600000;4;EAR;31;19;1;9;1974;0;0;2,65;1;https://www.cian.ru/sale/flat/300344381/
8645000;12;SEAR;34,7;21;8;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/298263575/
8690000;11;CAR;21,6;;3;8;1957;0;1;3;1;https://www.cian.ru/sale/flat/290627963/
8700000;6;SAR;30;20;3;12;1972;0;0;2,64;1;https://www.cian.ru/sale/flat/298783952/
8700000;16;SAR;32,6;18,7;4;9;1974;0;0;2,6;1;https://www.cian.ru/sale/flat/296521470/
8700000;17;EAR;42;19;5;16;1988;0;0;2,48;1;https://www.cian.ru/sale/flat/183733799/
8700000;17;NWAR;31,8;18;2;4;;0;0;;1;https://www.cian.ru/sale/flat/300691951/
8700000;10;SEAR;32,1;;8;9;1972;0;0;2,64;1;https://www.cian.ru/sale/flat/300961329/
8700000;11;SAR;19;10;2;4;;0;1;;1;https://www.cian.ru/sale/flat/299059172/
8700000;4;SEAR;90,8;61,9;3;14;;0;0;;4;https://www.cian.ru/sale/flat/294564208/
8740000;14;EAR;31,6;21,4;6;9;1964;0;0;2,8;1;https://www.cian.ru/sale/flat/296173861/
8750000;;SAR;39;19;1;17;1983;0;0;2,64;1;https://www.cian.ru/sale/flat/283705645/
8780000;6;EAR;34;20;5;9;1963;0;0;2,5;1;https://www.cian.ru/sale/flat/299565654/
8790000;16;SAR;32,5;;7;9;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/299774427/
8800000;9;NAR;37,1;;1;9;1965;0;0;2,64;2;https://www.cian.ru/sale/flat/300811968/
8800000;8;SEAR;33;16,7;8;9;;0;0;;1;https://www.cian.ru/sale/flat/300552265/
8800000;15;SEAR;20;14;8;21;2022;0;0;;1;https://www.cian.ru/sale/flat/300753760/
8800000;4;NEAR;32,8;;8;9;1969;0;0;;1;https://www.cian.ru/sale/flat/300839361/
8850000;9;SAR;27,4;14,7;1;12;1975;0;0;2,64;1;https://www.cian.ru/sale/flat/300374529/
8850000;20;NAR;35;20;5;5;2023;0;1;;1;https://www.cian.ru/sale/flat/297532577/
8880000;16;WAR;19,4;11,4;22;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/300822403/
8899500;12;NAR;34,9;;3;10;2024;1;1;3;1;https://www.cian.ru/sale/flat/290338266/
8900000;14;NEAR;37;18;12;15;2024;1;0;;1;https://www.cian.ru/sale/flat/299792390/
8900000;1;EAR;34,1;18;1;5;1960;0;0;;1;https://www.cian.ru/sale/flat/300298383/
8900000;4;NEAR;26,4;;1;5;1963;0;0;2,5;1;https://www.cian.ru/sale/flat/300540690/
8900000;12;EAR;40;21,3;9;9;1971;0;0;;1;https://www.cian.ru/sale/flat/299720943/
8900000;20;SEAR;35,5;;5;16;2001;0;0;2,7;1;https://www.cian.ru/sale/flat/300599409/
8900000;3;SEAR;32,8;18,7;6;9;;;;;1;https://www.cian.ru/sale/flat/295758505/
8900000;12;NAR;34,9;23;3;10;2024;0;1;3,3;1;https://www.cian.ru/sale/flat/300868520/
8900000;12;;32,8;18,9;5;9;1971;0;0;2,64;1;https://www.cian.ru/sale/flat/300297049/
8900000;16;WAR;17,3;9,3;15;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/300094228/
8950000;7;NAR;37,4;19;17;17;1989;0;0;2,7;1;https://www.cian.ru/sale/flat/300737992/
8950000;15;WAR;20,8;14;6;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/294623881/
8977500;12;SEAR;35,3;;9;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/295766411/
8977500;12;SEAR;35,3;21;9;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/300844691/
8987654;9;SAR;34;15,3;16;17;2003;0;0;2,64;1;https://www.cian.ru/sale/flat/296195090/
8990000;4;SEAR;38,4;20,8;11;14;2003;0;0;2,64;1;https://www.cian.ru/sale/flat/299624705/
8990000;5;SWAR;33,1;;6;9;1975;0;0;2,64;1;https://www.cian.ru/sale/flat/300789556/
8990000;13;EAR;32,7;18,7;5;9;1970;0;0;2,64;1;https://www.cian.ru/sale/flat/298297454/
9000000;5;NAR;34,9;20;8;12;;0;0;;1;https://www.cian.ru/sale/flat/298065569/
9000000;8;SWAR;32,9;18;9;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/300912565/
9000000;9;SWAR;37;19;1;12;2000;0;0;2,64;1;https://www.cian.ru/sale/flat/299341352/
9000000;13;SAR;43,4;24,5;6;6;2021;0;1;4;1;https://www.cian.ru/sale/flat/297366114/
9000000;13;SEAR;40;18;11;14;;0;0;;1;https://www.cian.ru/sale/flat/299562651/
9000000;5;SWAR;34;18;9;12;1974;0;0;2,7;1;https://www.cian.ru/sale/flat/299451757/
9000000;15;WAR;20,5;15;12;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/300706310/
9000000;7;EAR;28,7;15,5;5;5;1966;0;0;2,5;1;https://www.cian.ru/sale/flat/300652846/
9000000;10;EAR;31;18;2;5;1964;0;0;2,65;1;https://www.cian.ru/sale/flat/300865417/
9015675;12;SWAR;35,5;10,2;3;9;2023;1;0;2,68;1;https://www.cian.ru/sale/flat/300726097/
9050000;14;SAR;38,2;19,2;13;17;1985;0;0;2,64;1;https://www.cian.ru/sale/flat/300189623/
9072500;12;SEAR;35,9;;9;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/295766589/
9100000;13;NAR;25,2;14,7;8;9;1975;0;0;;1;https://www.cian.ru/sale/flat/299575784/
9100000;7;SEAR;33;;4;9;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/298728880/
9100000;1;EAR;38;18,9;14;14;2006;0;0;2,74;1;https://www.cian.ru/sale/flat/300448810/
9100000;10;EAR;36;19,3;4;16;;0;0;;1;https://www.cian.ru/sale/flat/299944808/
9100000;5;NWAR;30;18;2;5;1967;0;0;;1;https://www.cian.ru/sale/flat/299920319/
9100000;5;EAR;35,5;15;3;14;2000;0;0;2,7;1;https://www.cian.ru/sale/flat/300157236/
9120000;12;SEAR;36,1;;4;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/298016618/
9120000;12;SEAR;36,1;21;4;9;1980;;;;1;https://www.cian.ru/sale/flat/297473076/
9120000;12;SEAR;36,1;;5;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/294226529/
9120000;12;SEAR;36;;4;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/296747241/
9190000;4;EAR;37,4;22,5;6;9;1965;0;0;2,5;2;https://www.cian.ru/sale/flat/299175943/
9200000;14;NAR;32,83;20,7;8;11;2024;1;0;;2;https://www.cian.ru/sale/flat/290060320/
9200000;3;SAR;40,21;18,3;10;22;2022;1;0;;1;https://www.cian.ru/sale/flat/294313141/
9200000;11;SWAR;33;;9;9;1976;0;0;;1;https://www.cian.ru/sale/flat/300158641/
9200000;2;NEAR;32,8;19,8;3;18;2023;0;1;3;1;https://www.cian.ru/sale/flat/297171996/
9200000;20;WAR;30,1;16;3;5;1965;0;0;2,5;1;https://www.cian.ru/sale/flat/297115762/
9200000;14;NEAR;32,8;19,8;3;18;2023;0;1;3;1;https://www.cian.ru/sale/flat/298561550/
9200000;10;EAR;36,3;20;12;12;1968;0;0;2,64;1;https://www.cian.ru/sale/flat/298956219/
9200000;4;NEAR;34,8;18,3;12;14;1971;0;0;2,7;1;https://www.cian.ru/sale/flat/299105222/
9200000;8;EAR;35;21,5;6;9;1967;0;0;2,64;1;https://www.cian.ru/sale/flat/292809252/
9200000;15;WAR;21,3;;11;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/292542632/
9215000;12;SEAR;36,5;;9;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/298882717/
9215000;12;SEAR;37;;8;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/294228710/
9215000;12;SEAR;36,3;;7;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/297465291/
9215000;12;SEAR;36,9;;7;9;1980;0;0;2,5;1;https://www.cian.ru/sale/flat/294926973/
9243500;16;WAR;20,3;12,3;15;22;1980;0;1;2,65;1;https://www.cian.ru/sale/flat/299873259/
9250000;3;SWAR;34,3;14,8;6;12;2002;0;0;2,75;1;https://www.cian.ru/sale/flat/300788111/
9290000;14;NAR;32,9;17,8;7;12;1968;0;0;2,64;1;https://www.cian.ru/sale/flat/299026219/
9300000;20;NAR;34,4;13,8;4;14;2023;1;0;;1;https://www.cian.ru/sale/flat/299164643/
9300000;16;NAR;34,1;12;11;15;2023;1;0;;1;https://www.cian.ru/sale/flat/300101681/
9300000;16;NEAR;33;19;3;9;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/299525068/
9300000;7;SAR;37,2;19,2;16;17;1983;0;0;2,7;1;https://www.cian.ru/sale/flat/299656583/
9300000;13;SWAR;38,3;;2;14;;0;0;;1;https://www.cian.ru/sale/flat/297263854/
9300000;3;EAR;39,1;24;1;12;;0;0;2,64;1;https://www.cian.ru/sale/flat/300779233/
9300000;7;NEAR;33;18;4;9;;0;0;;1;https://www.cian.ru/sale/flat/287487167/
9300000;12;SAR;38,7;21;12;12;;0;0;;1;https://www.cian.ru/sale/flat/299776431/
9300000;12;EAR;31;19;2;9;1965;0;0;2,64;1;https://www.cian.ru/sale/flat/299798021/
9300000;15;SAR;35,6;19,8;1;12;1979;0;0;2,5;1;https://www.cian.ru/sale/flat/299766316/
9300000;11;NAR;31,5;21,4;8;9;1965;0;0;2,7;1;https://www.cian.ru/sale/flat/297846883/
9300000;8;SEAR;38;20;16;17;2013;0;0;2,74;1;https://www.cian.ru/sale/flat/299330882/
9380000;13;SEAR;39;20,9;9;12;;0;0;;1;https://www.cian.ru/sale/flat/298520114/
9390000;4;EAR;32,6;19;3;9;1968;0;0;2,64;1;https://www.cian.ru/sale/flat/300907778/
9400000;20;EAR;31,9;;9;9;1966;0;0;2,65;1;https://www.cian.ru/sale/flat/299247896/
9400000;10;SEAR;35;15;8;16;2000;0;0;2,7;1;https://www.cian.ru/sale/flat/300578229/
9400000;13;NAR;39,1;20,8;1;12;1979;0;0;2,64;1;https://www.cian.ru/sale/flat/298036066/
9400000;15;SEAR;37,8;16,8;5;12;;0;0;;1;https://www.cian.ru/sale/flat/297048212/
9440000;5;SEAR;38,8;24;5;10;2003;0;0;2,8;1;https://www.cian.ru/sale/flat/294302570/
9450000;15;EAR;33;18,8;5;9;1970;0;0;2,64;1;https://www.cian.ru/sale/flat/299359436/
9450000;7;SAR;37,7;;1;16;1982;0;0;2,64;1;https://www.cian.ru/sale/flat/263316279/
9490000;9;SAR;39,3;20;7;12;1982;0;0;2,64;1;https://www.cian.ru/sale/flat/300824342/
9499000;5;SEAR;31,5;18;5;9;1970;0;0;2,65;1;https://www.cian.ru/sale/flat/300291039/
9499000;16;SEAR;30;19;6;9;1971;0;0;2,55;1;https://www.cian.ru/sale/flat/300520887/
9500000;16;NWAR;45,18;28,5;27;28;2023;1;1;;2;https://www.cian.ru/sale/flat/296787455/
9500000;;SAR;38,6;20,9;4;12;1983;0;0;2,64;1;https://www.cian.ru/sale/flat/299367215/
9500000;10;EAR;40,6;20,6;4;12;2004;0;0;2,64;1;https://www.cian.ru/sale/flat/297937991/
9500000;6;EAR;21,6;12;33;33;;0;0;;1;https://www.cian.ru/sale/flat/300756677/
9500000;4;NAR;37,6;19,7;2;17;2003;0;0;2,74;1;https://www.cian.ru/sale/flat/299190804/
9500000;8;SWAR;36;16;1;12;1999;0;0;2,7;1;https://www.cian.ru/sale/flat/300301003/
9500000;15;EAR;30;13;6;9;1972;0;0;2,5;1;https://www.cian.ru/sale/flat/300295943/
9500000;11;SEAR;39,3;18,9;8;25;2016;0;0;;1;https://www.cian.ru/sale/flat/296135318/
9500000;12;SWAR;35;15;1;9;2001;0;0;2,65;1;https://www.cian.ru/sale/flat/298622113/
9500000;19;EAR;32;17;9;9;1973;0;0;2,64;1;https://www.cian.ru/sale/flat/300795150/
9500000;12;SEAR;31,3;18;2;5;;0;0;;1;https://www.cian.ru/sale/flat/300073203/
9500000;16;SEAR;37,6;18,9;6;17;2002;0;0;2,6;1;https://www.cian.ru/sale/flat/299881508/
9550000;17;EAR;40;22;10;12;1965;0;0;2,65;2;https://www.cian.ru/sale/flat/299918584/
9550000;16;EAR;41;;1;5;1974;0;0;;2;https://www.cian.ru/sale/flat/298462549/
9550000;5;NWAR;33,9;;8;22;2022;0;1;;1;https://www.cian.ru/sale/flat/298975287/
9600000;17;SEAR;30,38;;4;21;2024;1;1;3;1;https://www.cian.ru/sale/flat/298664472/
9600000;5;NEAR;37,9;18;8;22;2009;0;0;2,75;1;https://www.cian.ru/sale/flat/297560632/
9600000;12;SWAR;32;18;1;5;1959;0;0;3;1;https://www.cian.ru/sale/flat/299621067/
9600000;6;SAR;31;20,8;1;9;1963;0;0;2,64;1;https://www.cian.ru/sale/flat/300927327/
9600000;8;SAR;31,9;18,7;10;12;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/298021673/
9600000;8;SEAR;38;19;7;17;2011;0;0;2,8;1;https://www.cian.ru/sale/flat/300831522/
9600000;1;SAR;42;13;1;22;1987;0;0;2,64;1;https://www.cian.ru/sale/flat/300930286/
9640000;13;SAR;42;20;13;16;;0;0;2,7;1;https://www.cian.ru/sale/flat/298583239/
9650000;19;WAR;38;19;17;17;;0;0;;1;https://www.cian.ru/sale/flat/300442511/
9650000;13;NEAR;36;17;5;12;1977;0;0;2,7;1;https://www.cian.ru/sale/flat/300272864/
9699000;7;WAR;38;20;16;22;2006;0;0;2,64;1;https://www.cian.ru/sale/flat/299727317/
9699999;8;EAR;44;;8;9;1972;0;0;2,64;2;https://www.cian.ru/sale/flat/296470480/
9700000;10;WAR;37,2;25,2;4;9;1974;0;0;;2;https://www.cian.ru/sale/flat/298558706/
9700000;9;EAR;44,8;32,8;1;5;;0;0;;2;https://www.cian.ru/sale/flat/298618899/
9700000;20;EAR;38,2;;10;12;1965;0;0;2,6;2;https://www.cian.ru/sale/flat/300054601/
9700000;10;SEAR;35;18;4;12;1967;0;0;;1;https://www.cian.ru/sale/flat/299553350/
9700000;;SWAR;27,4;;1;5;1967;0;0;;1;https://www.cian.ru/sale/flat/291751246/
9700000;6;EAR;36,1;21;6;9;1976;0;0;2,64;1;https://www.cian.ru/sale/flat/300430041/
9700000;6;NWAR;30;16,1;4;5;1965;0;0;2,48;1;https://www.cian.ru/sale/flat/300670685/
9730000;16;SAR;37;19;10;17;1998;0;0;;1;https://www.cian.ru/sale/flat/300281735/
9750000;19;WAR;37;23;2;9;;0;0;;2;https://www.cian.ru/sale/flat/296118979/
9750000;2;EAR;39;18;12;12;1967;0;0;2,64;1;https://www.cian.ru/sale/flat/297233032/
