price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
78100000;27;WAR;115,7;57,8;12;13;2023;1;0;3,13;4;https://www.cian.ru/sale/flat/296278084/
78100000;11;SWAR;165,3;87,2;4;5;2010;0;0;3,3;4;https://www.cian.ru/sale/flat/292680419/
78120660;6;NWAR;90,1;;2;9;2023;1;0;3,25;2;https://www.cian.ru/sale/flat/299261520/
78259545;9;CAR;65,9;18,8;5;21;2023;1;0;3;1;https://www.cian.ru/sale/flat/287317369/
78500000;11;CAR;110,5;57,8;11;12;2013;0;0;3,1;4;https://www.cian.ru/sale/flat/291962439/
78700000;4;NAR;84,5;35;16;17;2023;0;1;3,2;3;https://www.cian.ru/sale/flat/300587718/
78708290;6;NWAR;122,9;64,9;2;8;2023;1;0;3,25;3;https://www.cian.ru/sale/flat/299261531/
78890000;3;CAR;140;101;4;5;1900;0;0;3,2;4;https://www.cian.ru/sale/flat/298988937/
78900000;11;CAR;60;34,5;4;8;2019;0;1;;2;https://www.cian.ru/sale/flat/300422149/
78900000;11;;111;46,4;11;12;2013;0;0;3,1;3;https://www.cian.ru/sale/flat/291962442/
78900000;10;CAR;111,1;48,5;11;12;;0;0;;3;https://www.cian.ru/sale/flat/291292047/
78900000;3;SWAR;212;;3;23;2014;0;0;;4;https://www.cian.ru/sale/flat/275990802/
78950000;2;CAR;68,8;38;8;8;1902;0;0;3,2;3;https://www.cian.ru/sale/flat/300006309/
78950000;5;WAR;91,1;58,1;3;13;2022;0;0;3,25;4;https://www.cian.ru/sale/flat/300684789/
78990850;6;NWAR;81,1;37,4;4;9;2023;1;0;3,25;2;https://www.cian.ru/sale/flat/299261524/
79000000;11;CAR;65;39;7;8;2018;0;0;3,2;2;https://www.cian.ru/sale/flat/299795999/
79000000;2;NAR;80;60,2;10;15;2023;0;1;3,1;2;https://www.cian.ru/sale/flat/298616596/
79000000;14;CAR;87,6;;3;9;2021;1;1;;1;https://www.cian.ru/sale/flat/291744038/
79000000;6;CAR;119;64,7;14;17;1998;0;0;3,2;3;https://www.cian.ru/sale/flat/296315046/
79000000;6;CAR;119;;14;17;1998;0;0;3,2;3;https://www.cian.ru/sale/flat/300149305/
79000000;2;CAR;90,7;53;3;8;1940;0;0;;3;https://www.cian.ru/sale/flat/256680882/
79000000;8;WAR;150;83;29;33;2015;0;0;3,1;4;https://www.cian.ru/sale/flat/300015364/
79000000;15;WAR;145,8;102;36;48;;0;0;3;4;https://www.cian.ru/sale/flat/277152529/
79376400;12;NWAR;129,7;70;21;21;2023;1;0;3,1;4;https://www.cian.ru/sale/flat/299168062/
79500000;10;CAR;95,7;;3;5;1958;0;0;;4;https://www.cian.ru/sale/flat/300527124/
79500000;5;WAR;151;94;7;8;1956;0;0;3;4;https://www.cian.ru/sale/flat/276577049/
79500000;7;CAR;178;94;8;12;2003;0;0;3;4;https://www.cian.ru/sale/flat/299120244/
79851000;6;CAR;185,7;;5;5;1917;0;0;4;3;https://www.cian.ru/sale/flat/299146912/
79877440;6;NWAR;122,3;54,3;2;10;2023;1;0;3,25;3;https://www.cian.ru/sale/flat/299261515/
79950000;11;CAR;159,9;;22;29;2021;0;0;3;3;https://www.cian.ru/sale/flat/292721081/
79950000;13;WAR;140;88;22;22;2018;0;0;3,9;4;https://www.cian.ru/sale/flat/299612030/
79990000;7;CAR;156;;4;6;1904;0;0;3,5;2;https://www.cian.ru/sale/flat/300006046/
79990000;4;WAR;108;;30;34;2011;0;0;3;3;https://www.cian.ru/sale/flat/298979087/
80000000;1;CAR;116,2;;25;85;2015;1;1;;2;https://www.cian.ru/sale/flat/299938864/
80000000;7;CAR;73;;8;32;1952;0;0;;2;https://www.cian.ru/sale/flat/299462745/
80000000;5;CAR;92;;16;78;2020;0;1;3;2;https://www.cian.ru/sale/flat/299573102/
80000000;9;CAR;80;;2;6;;0;0;3,5;2;https://www.cian.ru/sale/flat/299294037/
80000000;13;NAR;91,2;62,3;7;41;2022;0;0;3,1;3;https://www.cian.ru/sale/flat/299852072/
80000000;16;WAR;141;;8;45;;0;0;;3;https://www.cian.ru/sale/flat/300281927/
80000000;9;NAR;106;;13;15;2017;0;0;3,15;3;https://www.cian.ru/sale/flat/299570606/
80000000;9;CAR;90;;2;7;1933;0;0;3;3;https://www.cian.ru/sale/flat/300144349/
80000000;9;CAR;90;75;2;7;;0;0;;3;https://www.cian.ru/sale/flat/300539712/
80000000;9;CAR;90;66;2;7;1933;0;0;3;3;https://www.cian.ru/sale/flat/300189345/
80000000;9;WAR;130;72,3;17;21;2015;0;0;3;4;https://www.cian.ru/sale/flat/299857358/
80000000;9;NAR;139;86;13;14;2018;0;1;3;4;https://www.cian.ru/sale/flat/299185566/
80529800;11;NWAR;122,2;67,9;21;21;2023;1;0;3,1;4;https://www.cian.ru/sale/flat/299168007/
81000000;6;CAR;101,9;65;63;68;2019;0;1;3,5;3;https://www.cian.ru/sale/flat/297157541/
81200000;3;CAR;116;;52;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296702466/
81499999;16;CAR;134,5;;3;13;;0;0;;3;https://www.cian.ru/sale/flat/300509438/
81500000;16;CAR;134,5;;3;13;;0;0;;3;https://www.cian.ru/sale/flat/300509015/
81800000;3;CAR;132,3;60;5;5;1913;0;0;;3;https://www.cian.ru/sale/flat/299363916/
81940000;21;WAR;67,5;;3;8;;0;0;3,2;2;https://www.cian.ru/sale/flat/300393459/
81980000;4;WAR;66,2;;3;12;2020;0;0;3,5;2;https://www.cian.ru/sale/flat/300421777/
81980000;19;WAR;156;;7;24;2014;0;0;;3;https://www.cian.ru/sale/flat/299936366/
82000000;4;WAR;66;44,8;3;12;;0;0;;2;https://www.cian.ru/sale/flat/284054915/
82000000;4;WAR;100;;42;42;2021;0;0;3,5;2;https://www.cian.ru/sale/flat/300504325/
82000000;10;CAR;73,8;;4;6;2024;0;1;;2;https://www.cian.ru/sale/flat/300759739/
82000000;4;WAR;65,6;;3;9;2020;0;0;3,2;2;https://www.cian.ru/sale/flat/293947936/
82000000;4;WAR;65,6;;3;12;;0;0;;2;https://www.cian.ru/sale/flat/300877514/
82000000;4;WAR;66;;3;12;;0;0;3,35;2;https://www.cian.ru/sale/flat/295412219/
82000000;18;NWAR;190;;9;35;2003;0;0;3,2;4;https://www.cian.ru/sale/flat/292953495/
82000000;18;NWAR;189,2;;6;32;;0;0;3;4;https://www.cian.ru/sale/flat/291445703/
82153253;4;CAR;109,3;86;4;6;1912;0;0;3;4;https://www.cian.ru/sale/flat/293032511/
82200000;6;CAR;184,1;;6;6;2015;0;1;;4;https://www.cian.ru/sale/flat/289899661/
82350000;8;WAR;115;72;19;22;;0;0;;3;https://www.cian.ru/sale/flat/289032731/
82400000;8;CAR;62;;1;7;;0;0;;2;https://www.cian.ru/sale/flat/300509378/
82500000;4;WAR;66;;3;8;2020;0;0;3,2;2;https://www.cian.ru/sale/flat/292243588/
82500000;18;NWAR;150;;13;21;2023;0;0;;4;https://www.cian.ru/sale/flat/299744613/
82644000;3;CAR;85,2;;52;66;2020;1;1;3,9;2;https://www.cian.ru/sale/flat/296913134/
82800000;2;CAR;60,7;;8;9;2023;0;1;;2;https://www.cian.ru/sale/flat/299672730/
83000000;4;WAR;66;;3;12;2019;0;0;3;2;https://www.cian.ru/sale/flat/293596614/
83000000;6;CAR;113;70;59;79;;0;1;;3;https://www.cian.ru/sale/flat/300539688/
83000000;11;CAR;120;42,9;2;29;2021;0;0;2,8;3;https://www.cian.ru/sale/flat/300873827/
83000000;6;NEAR;130;85;14;23;2010;0;0;3,37;3;https://www.cian.ru/sale/flat/298066142/
83000000;10;CAR;171,3;108;5;25;1998;0;0;;4;https://www.cian.ru/sale/flat/300539797/
83000000;10;CAR;171,3;108;5;25;1998;0;0;3;4;https://www.cian.ru/sale/flat/298472219/
83000000;14;WAR;218;170;37;37;;0;0;;4;https://www.cian.ru/sale/flat/299061815/
83000000;3;CAR;100,9;59,9;4;12;2006;0;0;3,1;4;https://www.cian.ru/sale/flat/297946581/
83000000;3;CAR;100;68,5;4;12;2006;0;0;3;4;https://www.cian.ru/sale/flat/297919203/
83000000;10;WAR;108,4;70;23;52;2020;0;0;3;4;https://www.cian.ru/sale/flat/300380261/
83000000;11;CAR;120;84;3;29;;0;0;3;4;https://www.cian.ru/sale/flat/298224144/
83000000;3;CAR;99,6;;4;12;2006;0;0;3,5;4;https://www.cian.ru/sale/flat/298255926/
83200000;7;NAR;104,5;;3;15;2017;0;0;3,15;4;https://www.cian.ru/sale/flat/297588490/
83700000;17;WAR;83,7;;17;32;;0;1;;3;https://www.cian.ru/sale/flat/299095732/
83777500;14;CAR;57,5;;6;8;2023;1;0;3,2;1;https://www.cian.ru/sale/flat/294641872/
83800800;2;CAR;82,4;26,3;5;8;2022;0;1;3;2;https://www.cian.ru/sale/flat/293459376/
83900000;14;WAR;192,7;;25;30;2001;0;0;3;4;https://www.cian.ru/sale/flat/295761850/
84000000;3;CAR;120;;62;78;2020;0;1;3,9;3;https://www.cian.ru/sale/flat/293045467/
84000000;13;NAR;82;62;25;37;2021;0;0;;3;https://www.cian.ru/sale/flat/298522497/
84000000;4;WAR;135;80;25;34;2011;0;0;;3;https://www.cian.ru/sale/flat/296202968/
84000000;3;CAR;120;;38;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296587634/
84000000;10;NAR;135;55;3;25;2020;0;1;3,2;4;https://www.cian.ru/sale/flat/298253271/
84200000;2;CAR;106;59;5;5;1890;0;0;3;3;https://www.cian.ru/sale/flat/295616431/
84300000;15;WAR;100;37,8;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/296277569/
84370000;4;CAR;76,7;;42;78;2019;1;1;3,9;2;https://www.cian.ru/sale/flat/298855602/
84400000;9;CAR;76;;2;5;2020;0;1;3,5;2;https://www.cian.ru/sale/flat/297708682/
84480213;12;CAR;87,6;54,7;4;9;2021;1;1;3,6;2;https://www.cian.ru/sale/flat/298329476/
84481000;4;CAR;88,4;;4;7;2016;0;1;3,5;2;https://www.cian.ru/sale/flat/295040022/
84500000;9;CAR;75,1;;2;5;2020;0;1;;2;https://www.cian.ru/sale/flat/285554427/
84600000;28;WAR;130,4;84,1;2;14;;0;0;;4;https://www.cian.ru/sale/flat/300509013/
84750000;9;CAR;75;58;2;6;;0;1;;2;https://www.cian.ru/sale/flat/290001136/
84770000;12;CAR;121,1;;4;15;2000;0;0;3;3;https://www.cian.ru/sale/flat/296514916/
84990000;15;SWAR;122;75;5;20;2019;0;0;3;3;https://www.cian.ru/sale/flat/300736517/
84990000;13;NAR;91;60;6;41;2023;0;0;3,2;4;https://www.cian.ru/sale/flat/298980804/
84990000;11;WAR;135;95;21;39;2017;0;0;3,1;4;https://www.cian.ru/sale/flat/300393612/
85000000;12;SAR;136,9;100;6;16;2017;0;0;3;3;https://www.cian.ru/sale/flat/299894947/
85000000;11;WAR;88,7;;9;15;1952;0;0;3,2;3;https://www.cian.ru/sale/flat/291413430/
85000000;3;CAR;123;;45;78;2020;0;1;3,9;3;https://www.cian.ru/sale/flat/294465896/
85000000;17;WAR;101,9;;11;32;2023;0;1;;3;https://www.cian.ru/sale/flat/299762411/
85000000;8;CAR;112,7;65;3;5;2013;0;1;3,5;3;https://www.cian.ru/sale/flat/299069947/
85000000;;WAR;104;67;9;14;;0;0;;3;https://www.cian.ru/sale/flat/298786403/
85000000;13;WAR;110;;13;44;2017;0;0;3,1;3;https://www.cian.ru/sale/flat/292583669/
85000000;3;WAR;108,1;73;7;14;1955;0;0;3,2;3;https://www.cian.ru/sale/flat/290380799/
85000000;11;CAR;112,5;;3;7;2013;0;1;3,5;3;https://www.cian.ru/sale/flat/247716276/
85000000;6;CAR;90,6;32;7;79;2019;0;1;;3;https://www.cian.ru/sale/flat/298476765/
85000000;7;CAR;85,7;;6;21;;0;0;;3;https://www.cian.ru/sale/flat/294045499/
85000000;8;CAR;112;;3;5;;0;1;3,5;3;https://www.cian.ru/sale/flat/298367854/
85000000;8;CAR;132,1;;7;7;;0;0;;3;https://www.cian.ru/sale/flat/289628414/
85000000;8;CAR;112,7;65;3;5;2014;0;1;3,6;3;https://www.cian.ru/sale/flat/299700370/
85000000;8;CAR;140;90;7;7;1952;0;0;;4;https://www.cian.ru/sale/flat/300539743/
85000000;5;WAR;100;;10;14;2022;0;0;3,1;4;https://www.cian.ru/sale/flat/300838160/
85000000;13;WAR;133;;21;36;2016;0;0;3;4;https://www.cian.ru/sale/flat/295086101/
85000000;19;WAR;168;88;10;30;2008;0;0;3,1;4;https://www.cian.ru/sale/flat/291914963/
85000000;6;CAR;135;87;6;7;1914;0;0;3,2;4;https://www.cian.ru/sale/flat/295377165/
85000000;15;SAR;176;;6;9;1940;0;0;3;4;https://www.cian.ru/sale/flat/300006008/
85000000;10;CAR;200;;2;4;1895;0;0;3,4;4;https://www.cian.ru/sale/flat/298379426/
85000000;8;CAR;140;90;7;7;1952;0;0;;4;https://www.cian.ru/sale/flat/300539782/
85000000;5;CAR;153,3;119;3;8;1996;0;0;2,75;4;https://www.cian.ru/sale/flat/283107913/
85000001;17;WAR;83,6;;27;34;2024;1;1;;3;https://www.cian.ru/sale/flat/299928367/
85004500;8;CAR;104,3;;6;7;2016;1;1;3,25;2;https://www.cian.ru/sale/flat/263389572/
85244381;1;CAR;76,65;;4;17;2025;1;0;3,28;2;https://www.cian.ru/sale/flat/299928834/
85400000;3;CAR;122;;43;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296585885/
85600000;5;CAR;87,7;;3;3;2004;0;0;3;3;https://www.cian.ru/sale/flat/300023889/
85900000;9;CAR;61,8;;3;4;1860;0;0;4;2;https://www.cian.ru/sale/flat/297753284/
85974000;1;CAR;62,3;;8;9;2023;1;1;;2;https://www.cian.ru/sale/flat/289484533/
86000000;12;CAR;69;;14;17;2017;0;0;3,3;2;https://www.cian.ru/sale/flat/299250886/
86000000;5;CAR;114,2;;46;75;2012;0;1;3;2;https://www.cian.ru/sale/flat/288552689/
86000000;10;CAR;93;69;11;17;2013;0;0;3,3;2;https://www.cian.ru/sale/flat/292278816/
86000000;4;CAR;114,2;;46;80;2014;0;1;;2;https://www.cian.ru/sale/flat/290012400/
86000000;4;CAR;114;92;46;75;;0;1;;2;https://www.cian.ru/sale/flat/288307714/
86000000;3;CAR;114,2;;46;75;2013;0;1;3;2;https://www.cian.ru/sale/flat/288553462/
86000000;11;SWAR;174,6;88;5;5;2010;0;0;3,4;3;https://www.cian.ru/sale/flat/299063762/
86000000;19;CAR;160;;12;22;2007;0;0;3;4;https://www.cian.ru/sale/flat/296940812/
86000000;3;CAR;160;;12;22;2007;0;0;;4;https://www.cian.ru/sale/flat/285604501/
86800000;3;CAR;124;;49;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296587173/
86990000;4;CAR;128;65;4;4;1900;0;0;4;3;https://www.cian.ru/sale/flat/299466728/
87000000;18;SWAR;115,7;63;5;19;2007;0;0;3;3;https://www.cian.ru/sale/flat/299385590/
87000000;6;CAR;86;;3;5;2021;0;1;3,3;4;https://www.cian.ru/sale/flat/289899668/
87000000;6;CAR;84,97;;3;5;2021;0;1;3;4;https://www.cian.ru/sale/flat/289462352/
87200000;11;WAR;141,1;;2;12;2023;1;0;;3;https://www.cian.ru/sale/flat/298921564/
87312000;2;CAR;64,2;;8;9;2023;0;1;3,6;2;https://www.cian.ru/sale/flat/297469215/
87400000;6;CAR;85;;3;5;2021;0;1;3,4;4;https://www.cian.ru/sale/flat/278010627/
87500000;7;SWAR;115,4;;38;40;2013;0;0;3,5;2;https://www.cian.ru/sale/flat/300667260/
87500000;3;CAR;125;;44;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296586411/
87700000;5;WAR;73,5;;10;13;;0;1;2,9;2;https://www.cian.ru/sale/flat/298162050/
88000000;15;CAR;73;;7;21;;0;0;3,3;2;https://www.cian.ru/sale/flat/297673737/
88000000;8;CAR;70;40;6;10;;0;0;;2;https://www.cian.ru/sale/flat/298529365/
88000000;8;CAR;179;;10;11;2022;0;1;;4;https://www.cian.ru/sale/flat/300822934/
88184211;10;CAR;111,7;;8;8;2019;1;0;3,3;2;https://www.cian.ru/sale/flat/274788987/
88184211;10;CAR;111,7;;8;8;2019;1;0;3,3;1;https://www.cian.ru/sale/flat/274788987/
88540000;8;CAR;93,2;;2;5;1886;0;1;3,3;2;https://www.cian.ru/sale/flat/293262180/
89000000;7;WAR;151,8;100;21;23;2010;0;0;3;4;https://www.cian.ru/sale/flat/299469711/
89000000;3;CAR;137;;4;4;1902;0;0;3,2;4;https://www.cian.ru/sale/flat/300292461/
89500000;9;CAR;104;70;3;17;2013;0;0;3,3;4;https://www.cian.ru/sale/flat/293498431/
89900000;6;NEAR;135;91;15;23;2010;0;0;3;3;https://www.cian.ru/sale/flat/300320849/
89900000;4;CAR;93,4;;2;7;2016;0;1;3,5;3;https://www.cian.ru/sale/flat/297311898/
89900000;15;WAR;105,6;62;10;18;2026;0;0;3,2;3;https://www.cian.ru/sale/flat/298735155/
89936196;12;NAR;133,2;;4;41;2022;1;0;3,1;4;https://www.cian.ru/sale/flat/301041435/
89999999;8;WAR;96;76;8;9;;0;0;;3;https://www.cian.ru/sale/flat/297954913/
90000000;3;CAR;101;;43;75;2013;0;1;3,2;2;https://www.cian.ru/sale/flat/292207196/
90000000;6;CAR;86;18;63;66;;0;1;;1;https://www.cian.ru/sale/flat/299723346/
90000000;8;CAR;122;;5;5;1910;0;0;3,4;3;https://www.cian.ru/sale/flat/299060713/
90000000;6;CAR;93,8;45,4;2;6;2017;0;1;3,85;3;https://www.cian.ru/sale/flat/296574070/
90000000;6;WAR;111;;10;12;;0;0;;3;https://www.cian.ru/sale/flat/300509123/
90000000;6;CAR;168;135;5;11;2001;0;0;3;3;https://www.cian.ru/sale/flat/289975609/
90000000;20;SWAR;185;70;19;51;;0;0;;3;https://www.cian.ru/sale/flat/299254495/
90000000;3;CAR;154;;5;5;1954;0;0;3,2;4;https://www.cian.ru/sale/flat/300760149/
90000000;9;WAR;132,8;;4;14;2022;0;0;3,4;4;https://www.cian.ru/sale/flat/287663543/
90000000;7;WAR;280;;1;7;2008;0;0;;4;https://www.cian.ru/sale/flat/272816556/
90000000;7;WAR;155;;4;11;2015;0;0;3;4;https://www.cian.ru/sale/flat/297349731/
90000000;5;WAR;136;;4;14;2022;0;0;3,1;4;https://www.cian.ru/sale/flat/300987092/
90000000;9;CAR;169;;6;6;1902;0;0;3,1;4;https://www.cian.ru/sale/flat/291342956/
90214161;12;CAR;87,3;54,7;5;9;2021;1;1;3,6;2;https://www.cian.ru/sale/flat/298329488/
90265800;10;NEAR;142,6;107;34;34;2022;1;0;6,9;4;https://www.cian.ru/sale/flat/298604135/
90478440;7;CAR;74,8;;4;10;;0;0;;3;https://www.cian.ru/sale/flat/299070307/
90551232;11;CAR;65;;4;7;2013;0;1;2,9;2;https://www.cian.ru/sale/flat/283680381/
90900900;9;CAR;87;56;6;21;2023;0;0;3;3;https://www.cian.ru/sale/flat/299588498/
91000000;1;CAR;130;;69;95;2017;0;1;3,5;3;https://www.cian.ru/sale/flat/300317865/
91000000;9;CAR;87,6;58;7;21;2023;0;0;3;3;https://www.cian.ru/sale/flat/296785937/
91096000;5;WAR;113,87;;57;57;2024;1;0;2,9;3;https://www.cian.ru/sale/flat/300843847/
91500000;16;NWAR;170;64;13;19;;0;0;;4;https://www.cian.ru/sale/flat/299770399/
91999000;6;CAR;99,61;;10;14;;0;0;;2;https://www.cian.ru/sale/flat/300826937/
92000000;5;WAR;137;;6;12;2021;0;0;3,6;4;https://www.cian.ru/sale/flat/297929292/
92000000;6;WAR;136,5;;6;12;2022;0;0;3;4;https://www.cian.ru/sale/flat/298158048/
92690000;6;CAR;72;40;3;6;2017;0;1;3,4;2;https://www.cian.ru/sale/flat/283063995/
92900000;6;CAR;78;55;72;78;2020;0;1;3,04;2;https://www.cian.ru/sale/flat/299216001/
93000000;6;CAR;87;60;46;78;;0;1;;3;https://www.cian.ru/sale/flat/300642328/
93000000;7;CAR;110;75,4;2;5;1912;0;0;3,5;3;https://www.cian.ru/sale/flat/297904821/
93000000;13;WAR;117;73;9;39;2015;0;0;;3;https://www.cian.ru/sale/flat/298726967/
93000000;6;CAR;93;68;2;7;2016;0;1;3,5;3;https://www.cian.ru/sale/flat/300393385/
93000000;9;WAR;216;121;15;44;2004;0;0;3;4;https://www.cian.ru/sale/flat/298876471/
93230650;5;NWAR;151,9;61,4;2;21;2023;1;0;3,23;4;https://www.cian.ru/sale/flat/295343751/
93550000;7;CAR;67,3;;14;66;2023;0;0;3;2;https://www.cian.ru/sale/flat/295149797/
93589100;10;CAR;77,2;43,7;4;8;2019;0;1;;2;https://www.cian.ru/sale/flat/284611342/
93700000;12;CAR;60;14;2;9;2020;0;0;3;2;https://www.cian.ru/sale/flat/294203461/
93750000;8;WAR;125;71,3;5;14;1955;0;0;3,2;4;https://www.cian.ru/sale/flat/299549536/
94000000;15;CAR;119,7;88;17;21;2008;0;0;3;3;https://www.cian.ru/sale/flat/300812071/
94000000;2;CAR;106,4;;5;6;2013;0;1;2,7;3;https://www.cian.ru/sale/flat/291967807/
94000000;10;CAR;140;;4;6;1913;0;0;3,6;3;https://www.cian.ru/sale/flat/290012384/
94000000;10;CAR;140;75;4;5;1900;0;0;;4;https://www.cian.ru/sale/flat/293666101/
94092200;28;WAR;103,1;41,2;4;12;;0;0;;3;https://www.cian.ru/sale/flat/300509117/
94324200;8;CAR;65;44;3;9;;0;0;;2;https://www.cian.ru/sale/flat/300734218/
94400000;11;CAR;90,4;;5;12;;0;0;;2;https://www.cian.ru/sale/flat/300509445/
94450000;9;CAR;71,06;36,8;3;13;;0;0;;1;https://www.cian.ru/sale/flat/300509292/
94500000;3;CAR;135;;42;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296588130/
94966000;7;CAR;92,2;;3;21;;0;0;;3;https://www.cian.ru/sale/flat/297313101/
94980000;3;NWAR;137,6;;6;21;2023;1;0;;3;https://www.cian.ru/sale/flat/299653994/
95000000;9;CAR;56;40;3;4;2016;0;1;;2;https://www.cian.ru/sale/flat/279918609/
95000000;;CAR;77;;3;18;2019;0;0;3,65;2;https://www.cian.ru/sale/flat/298474189/
95000000;5;CAR;105;;4;7;2017;0;1;3,2;3;https://www.cian.ru/sale/flat/280304500/
95000000;16;WAR;160;80;4;15;;0;0;3;3;https://www.cian.ru/sale/flat/298002096/
95000000;10;CAR;160;;3;7;1914;0;1;;3;https://www.cian.ru/sale/flat/300887660/
95000000;7;CAR;92,2;;3;21;2023;0;0;3;3;https://www.cian.ru/sale/flat/300194610/
95000000;7;CAR;92,12;60;3;21;2023;0;0;;3;https://www.cian.ru/sale/flat/296838583/
95000000;11;NWAR;105;37,7;25;36;;0;0;;3;https://www.cian.ru/sale/flat/295521368/
95000000;9;CAR;90;;4;6;1910;0;0;;3;https://www.cian.ru/sale/flat/294081699/
95000000;10;NEAR;151,1;74,5;5;12;1999;0;0;3;4;https://www.cian.ru/sale/flat/295284260/
95000000;12;NWAR;180;80;38;48;;0;0;3,15;4;https://www.cian.ru/sale/flat/297318631/
95000000;4;WAR;157;;44;53;2012;0;0;5;4;https://www.cian.ru/sale/flat/297988218/
95000000;12;NWAR;172;;42;48;2003;0;0;3,2;4;https://www.cian.ru/sale/flat/300210734/
95000000;12;NWAR;171,7;66;38;48;2016;0;0;;4;https://www.cian.ru/sale/flat/297912415/
95000000;10;CAR;165;135;3;7;1914;0;1;3,5;4;https://www.cian.ru/sale/flat/300872556/
95000000;14;SWAR;123;;12;19;;0;1;3;4;https://www.cian.ru/sale/flat/297842118/
95000000;10;CAR;165;130;3;7;1914;0;0;3,4;4;https://www.cian.ru/sale/flat/300753196/
95000000;1;CAR;143;94,2;6;8;1912;0;0;;4;https://www.cian.ru/sale/flat/288970638/
95700000;11;CAR;86;;2;9;2020;0;1;3,2;3;https://www.cian.ru/sale/flat/294769641/
95700000;11;CAR;86;54;2;9;2022;0;1;3;3;https://www.cian.ru/sale/flat/290380706/
95700000;11;CAR;86;;2;7;2021;0;1;3;3;https://www.cian.ru/sale/flat/289764822/
95700000;13;CAR;87;62;2;7;2021;0;1;;3;https://www.cian.ru/sale/flat/294741490/
95850000;6;CAR;192;;9;14;2022;0;1;3,5;4;https://www.cian.ru/sale/flat/300005823/
96000000;2;CAR;85;48;63;65;2020;0;1;3,5;2;https://www.cian.ru/sale/flat/299112798/
96000000;6;CAR;86;38;63;66;;0;1;;1;https://www.cian.ru/sale/flat/299330003/
96000000;8;NAR;148,7;;4;12;2019;0;1;;4;https://www.cian.ru/sale/flat/298719691/
96000000;10;NWAR;162,1;;2;6;2008;0;0;3,5;4;https://www.cian.ru/sale/flat/293750379/
96169560;7;NWAR;149,2;61,5;3;21;2023;1;0;3,23;4;https://www.cian.ru/sale/flat/296760315/
96288928;22;SAR;136,39;66,5;1;1;2023;1;0;3;4;https://www.cian.ru/sale/flat/288867469/
96600000;12;WAR;193,2;112,4;21;21;2020;1;1;3,3;4;https://www.cian.ru/sale/flat/271161275/
96705000;5;WAR;92,1;;8;13;;0;0;3,1;3;https://www.cian.ru/sale/flat/295915768/
96710000;8;WAR;129,8;38,7;13;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/296277887/
96914966;7;CAR;103,5;;3;7;1947;0;0;3;3;https://www.cian.ru/sale/flat/239124088/
97000000;12;SAR;136,7;64,5;15;18;2017;0;0;3;3;https://www.cian.ru/sale/flat/300059754/
97000000;2;CAR;220;;45;75;2010;0;1;3;3;https://www.cian.ru/sale/flat/294462390/
97178536;4;CAR;160;;4;7;1911;0;0;3,5;4;https://www.cian.ru/sale/flat/299609144/
97375000;17;WAR;102,5;70;12;34;;0;1;3,4;3;https://www.cian.ru/sale/flat/300479087/
97850000;9;CAR;110,4;;3;4;;0;0;;3;https://www.cian.ru/sale/flat/292653563/
98000000;17;SWAR;95;75;9;20;;0;0;;3;https://www.cian.ru/sale/flat/295797621/
98000000;9;CAR;83;59;9;14;2013;0;0;3;3;https://www.cian.ru/sale/flat/300116453/
98000000;3;CAR;140;;68;78;2019;0;1;3,9;3;https://www.cian.ru/sale/flat/296702722/
98000000;5;WAR;136;;4;24;2010;0;0;;3;https://www.cian.ru/sale/flat/263883005/
98000000;18;NWAR;141;;16;17;;0;0;3,2;4;https://www.cian.ru/sale/flat/298645481/
98000000;8;CAR;110,4;57,1;3;13;;0;0;;4;https://www.cian.ru/sale/flat/296835523/
98112945;4;CAR;160;;4;9;1913;0;0;3;4;https://www.cian.ru/sale/flat/299724522/
98500000;5;CAR;141;80;11;13;2016;0;1;;4;https://www.cian.ru/sale/flat/271618813/
98763758;8;CAR;122,7;;3;13;2013;1;1;3,15;2;https://www.cian.ru/sale/flat/297286573/
98796810;13;WAR;117,8;80;25;44;2017;0;0;3,1;3;https://www.cian.ru/sale/flat/287625698/
98800000;9;CAR;152;120;2;4;2024;1;1;;4;https://www.cian.ru/sale/flat/300982399/
98900000;14;CAR;95,3;;3;13;;0;0;;2;https://www.cian.ru/sale/flat/300509431/
99000000;11;CAR;90,4;;5;12;;0;0;;2;https://www.cian.ru/sale/flat/300509137/
99000000;10;CAR;75,1;;4;6;2023;0;1;3;2;https://www.cian.ru/sale/flat/300101163/
99000000;4;CAR;123;69;51;75;;0;1;;1;https://www.cian.ru/sale/flat/297087850/
99000000;8;CAR;110,4;;3;11;2012;0;0;3,3;3;https://www.cian.ru/sale/flat/291590051/
99000000;12;CAR;90;;16;20;2021;0;0;3,23;3;https://www.cian.ru/sale/flat/300392038/
